"state_code","county","state_id"
"MN","Crow Wing","24"
"CA","Lake","5"
"TN","Hamblen","43"
"AL","Walker","2"
"TX","Starr","44"
"WI","Sauk","49"
"CA","Tehama","5"
"WI","Chippewa","49"
"PA","Carbon","39"
"WA","Mason","48"
"AR","Pope","3"
"OR","Coos","38"
"NY","Livingston","35"
"MN","Clay","24"
"MI","Montcalm","23"
"NC","Sampson","28"
"NJ","Salem","32"
"KS","Reno","17"
"AR","Crawford","3"
"LA","Acadia","19"
"IN","Warrick","16"
"NY","Herkimer","35"
"MS","Lamar","26"
"SC","Georgetown","41"
"OK","Garfield","37"
"NY","Washington","35"
"NC","Stanly","28"
"OH","Knox","36"
"TN","Tipton","43"
"GA","Liberty","11"
"NE","Hall","30"
"VA","Pittsylvania","46"
"NC","Haywood","28"
"PA","Bradford","39"
"NH","Belknap","31"
"MI","St. Joseph","23"
"MI","Barry","23"
"NC","Lee","28"
"GA","Effingham","11"
"OH","Washington","36"
"NC","Pender","28"
"CA","San Benito","5"
"NY","Columbia","35"
"WA","Walla Walla","48"
"KY","Laurel","18"
"OH","Lawrence","36"
"NY","Otsego","35"
"WV","Mercer","50"
"LA","Vermilion","19"
"KY","Pike","18"
"NC","Granville","28"
"TN","Cumberland","43"
"MS","Lowndes","26"
"CO","Garfield","6"
"OH","Sandusky","36"
"NC","Duplin","28"
"VT","Rutland","47"
"AK","Kenai Peninsula","1"
"VT","Washington","47"
"OH","Huron","36"
"TX","Hood","44"
"MN","Otter Tail","24"
"MO","Newton","25"
"TX","Maverick","44"
"IL","Jackson","15"
"AL","Russell","2"
"TX","Anderson","44"
"NY","Genesee","35"
"OH","Pickaway","36"
"NM","Eddy","33"
"AL","Blount","2"
"ME","Oxford","22"
"GA","Gordon","11"
"WI","Columbia","49"
"SC","Cherokee","41"
"SD","Lincoln","42"
"TX","Hardin","44"
"NC","Lenoir","28"
"OH","Union","36"
"TN","Hawkins","43"
"WV","Putnam","50"
"WV","Jefferson","50"
"MO","Lincoln","25"
"TN","Carter","43"
"WV","Marion","50"
"VA","Franklin","46"
"NC","Columbus","28"
"IL","Whiteside","15"
"CO","La Plata","6"
"PA","Pike","39"
"AL","Autauga","2"
"OH","Seneca","36"
"MN","Chisago","24"
"VT","Windsor","47"
"VA","Campbell","46"
"MS","Pearl River","26"
"TN","Coffee","43"
"MO","Taney","25"
"TX","Van Zandt","44"
"OK","Grady","37"
"NC","Watauga","28"
"NV","Carson City","34"
"AL","Colbert","2"
"KS","Saline","17"
"CO","Eagle","6"
"KY","Scott","18"
"ME","Hancock","22"
"NV","Lyon","34"
"VA","Washington","46"
"CA","Tuolumne","5"
"NC","Hoke","28"
"UT","Box Elder","45"
"TX","Rusk","44"
"LA","St. Martin","19"
"MO","Johnson","25"
"TN","Jefferson","43"
"NY","Fulton","35"
"MS","Lafayette","26"
"AZ","Gila","4"
"IL","Boone","15"
"OH","Ashland","36"
"VA","Harrisonburg","46"
"GA","Camden","11"
"TN","Roane","43"
"TN","McMinn","43"
"KY","Jessamine","18"
"MI","Tuscola","23"
"LA","St. Charles","19"
"TN","Dickson","43"
"NC","Edgecombe","28"
"MO","Pulaski","25"
"TN","Loudon","43"
"NV","Elko","34"
"TX","Cherokee","44"
"OK","Washington","37"
"AL","Jackson","2"
"TX","Kerr","44"
"TX","Waller","44"
"PA","Venango","39"
"MD","Worcester","21"
"WI","Grant","49"
"AL","Coffee","2"
"MI","Cass","23"
"OH","Darke","36"
"PA","Wayne","39"
"OR","Columbia","38"
"IL","Coles","15"
"VA","Henry","46"
"WI","Waupaca","49"
"UT","Iron","45"
"NC","Halifax","28"
"VA","Culpeper","46"
"IL","Ogle","15"
"LA","St. Mary","19"
"MN","Winona","24"
"IL","Grundy","15"
"KY","Franklin","18"
"ME","Somerset","22"
"IL","Knox","15"
"NY","Franklin","35"
"IA","Warren","13"
"TX","Medina","44"
"OK","Le Flore","37"
"WI","Calumet","49"
"NM","Curry","33"
"LA","Vernon","19"
"MD","Queen Anne's","21"
"TX","Lamar","44"
"TX","Atascosa","44"
"MS","Oktibbeha","26"
"IN","Dearborn","16"
"NY","Montgomery","35"
"AL","Dale","2"
"IL","Henry","15"
"WA","Whitman","48"
"TN","Gibson","43"
"NE","Buffalo","30"
"TX","Wilson","44"
"VT","Franklin","47"
"TX","Navarro","44"
"TX","Val Verde","44"
"TX","Polk","44"
"RI","Bristol","40"
"OH","Shelby","36"
"NY","Tioga","35"
"AR","Crittenden","3"
"OK","Cherokee","37"
"OR","Lincoln","38"
"MI","Newaygo","23"
"PA","Bedford","39"
"OK","Carter","37"
"TN","Bedford","43"
"IN","Henry","16"
"NH","Carroll","31"
"NV","Douglas","34"
"FL","Jackson","10"
"NY","Chenango","35"
"NY","Cortland","35"
"KY","Boyd","18"
"IN","Noble","16"
"NY","Greene","35"
"WY","Campbell","51"
"GA","Laurens","11"
"KY","Shelby","18"
"CO","Fremont","6"
"LA","Lincoln","19"
"OK","Osage","37"
"NC","Beaufort","28"
"VA","Charlottesville","46"
"MS","Hancock","26"
"IA","Clinton","13"
"NY","Allegany","35"
"OK","Logan","37"
"TX","Burnet","44"
"MS","Warren","26"
"AZ","Santa Cruz","4"
"IN","Marshall","16"
"OK","Bryan","37"
"LA","Washington","19"
"MN","Beltrami","24"
"PA","Mifflin","39"
"LA","St. Bernard","19"
"MN","Goodhue","24"
"TN","Monroe","43"
"MS","Washington","26"
"PA","Perry","39"
"SC","Chesterfield","41"
"FL","Gadsden","10"
"WA","Kittitas","48"
"ID","Bingham","14"
"KY","Henderson","18"
"NC","Stokes","28"
"WI","Monroe","49"
"MI","Hillsdale","23"
"OH","Auglaize","36"
"KY","Nelson","18"
"IN","Lawrence","16"
"CA","Calaveras","5"
"GA","Colquitt","11"
"MO","Camden","25"
"IL","Macoupin","15"
"PA","Huntingdon","39"
"KY","Hopkins","18"
"OH","Logan","36"
"WI","Barron","49"
"NC","McDowell","28"
"MN","Itasca","24"
"GA","Baldwin","11"
"PA","Union","39"
"IL","Stephenson","15"
"NC","Richmond","28"
"NY","Delaware","35"
"AR","Greene","3"
"MO","Callaway","25"
"WI","Dunn","49"
"WA","Stevens","48"
"GA","Thomas","11"
"MO","Phelps","25"
"GA","Habersham","11"
"NC","Vance","28"
"IN","Shelby","16"
"OK","Kay","37"
"NV","Nye","34"
"TX","Wood","44"
"OK","Pittsburg","37"
"OH","Madison","36"
"AL","Chilton","2"
"FL","Suwannee","10"
"IN","Jackson","16"
"OH","Holmes","36"
"KY","Barren","18"
"PA","Jefferson","39"
"TX","Kendall","44"
"OK","Stephens","37"
"ID","Bonner","14"
"WV","Fayette","50"
"AR","Miller","3"
"OH","Brown","36"
"WY","Sweetwater","51"
"MI","Branch","23"
"CA","Siskiyou","5"
"WI","Polk","49"
"TN","Lawrence","43"
"WI","Douglas","49"
"MI","Mecosta","23"
"LA","St. John the Baptist","19"
"VA","Shenandoah","46"
"NH","Sullivan","31"
"GA","Coffee","11"
"OH","Highland","36"
"NC","Jackson","28"
"IN","DeKalb","16"
"IA","Muscatine","13"
"MN","Kandiyohi","24"
"IA","Cerro Gordo","13"
"VT","Windham","47"
"MO","Butler","25"
"IN","Dubois","16"
"MT","Ravalli","27"
"OK","Delaware","37"
"MO","Pettis","25"
"NC","Davie","28"
"OH","Fulton","36"
"TX","Caldwell","44"
"WV","Ohio","50"
"AR","Mississippi","3"
"WA","Douglas","48"
"WI","Pierce","49"
"OH","Clinton","36"
"GA","Polk","11"
"WA","Okanogan","48"
"TX","Erath","44"
"OH","Crawford","36"
"TN","Franklin","43"
"OK","Sequoyah","37"
"CO","Montrose","6"
"VA","Tazewell","46"
"TX","Wharton","44"
"AR","Baxter","3"
"PA","McKean","39"
"TX","Chambers","44"
"MI","Sanilac","23"
"VA","Manassas","46"
"FL","Okeechobee","10"
"UT","Summit","45"
"OH","Preble","36"
"VA","Danville","46"
"OK","Mayes","37"
"TX","Upshur","44"
"TX","Jim Wells","44"
"PA","Susquehanna","39"
"PA","Tioga","39"
"MI","Gratiot","23"
"NY","Orleans","35"
"WI","Shawano","49"
"OH","Mercer","36"
"FL","Hendry","10"
"TN","Warren","43"
"LA","Avoyelles","19"
"OH","Ottawa","36"
"AL","Tallapoosa","2"
"GA","Tift","11"
"PA","Snyder","39"
"FL","Levy","10"
"WI","Marinette","49"
"NY","Wyoming","35"
"WV","Wayne","50"
"ID","Nez Perce","14"
"TN","Cheatham","43"
"TN","Fayette","43"
"MN","Benton","24"
"MO","Howell","25"
"TX","Cooke","44"
"IA","Marshall","13"
"IN","Harrison","16"
"WY","Fremont","51"
"MN","Mower","24"
"TN","Campbell","43"
"ME","Knox","22"
"PA","Warren","39"
"GA","Murray","11"
"ME","Waldo","22"
"MS","Pike","26"
"NC","Pasquotank","28"
"ID","Latah","14"
"VA","Warren","46"
"AR","Union","3"
"MN","Isanti","24"
"IA","Des Moines","13"
"NC","Person","28"
"OK","McClain","37"
"LA","Webster","19"
"IN","LaGrange","16"
"NM","Rio Arriba","33"
"AL","Dallas","2"
"OH","Guernsey","36"
"OR","Clatsop","38"
"ID","Madison","14"
"KS","Crawford","17"
"IL","Franklin","15"
"SD","Brown","42"
"PA","Clinton","39"
"OH","Champaign","36"
"KY","Calloway","18"
"LA","Natchitoches","19"
"OK","Okmulgee","37"
"PA","Clarion","39"
"IL","Woodford","15"
"MO","Webster","25"
"MO","Scott","25"
"VA","Wise","46"
"CA","Amador","5"
"WY","Albany","51"
"OK","Pontotoc","37"
"IN","Montgomery","16"
"MO","Lawrence","25"
"SC","Newberry","41"
"OH","Defiance","36"
"GA","Oconee","11"
"VA","Prince George","46"
"AZ","Graham","4"
"IL","Jefferson","15"
"IN","Cass","16"
"TX","Brown","44"
"IL","Marion","15"
"WI","Oconto","49"
"IL","Clinton","15"
"MI","Chippewa","23"
"NC","Yadkin","28"
"SC","Colleton","41"
"MN","Douglas","24"
"NY","Essex","35"
"AR","Independence","3"
"TN","Dyer","43"
"IN","Putnam","16"
"AR","Boone","3"
"KY","Graves","18"
"VA","Gloucester","46"
"NC","Alexander","28"
"AL","Covington","2"
"MD","Talbot","21"
"MS","Alcorn","26"
"IN","Knox","16"
"GA","Bryan","11"
"AL","Escambia","2"
"LA","Beauregard","19"
"IA","Jasper","13"
"FL","DeSoto","10"
"WI","Green","49"
"VT","Addison","47"
"PA","Greene","39"
"OH","Williams","36"
"TX","Matagorda","44"
"KS","Finney","17"
"MN","Steele","24"
"NE","Dodge","30"
"VA","Isle of Wight","46"
"OH","Coshocton","36"
"IA","Webster","13"
"TX","Hopkins","44"
"KY","Floyd","18"
"IN","Huntington","16"
"TX","Howard","44"
"NC","Dare","28"
"KY","Whitley","18"
"UT","Uintah","45"
"NE","Scotts Bluff","30"
"MI","Houghton","23"
"VA","Louisa","46"
"IL","Livingston","15"
"MI","Delta","23"
"OH","Perry","36"
"VA","Orange","46"
"KY","Clark","18"
"MN","McLeod","24"
"IN","Miami","16"
"VT","Bennington","47"
"TX","Hill","44"
"MS","Monroe","26"
"MN","Carlton","24"
"MS","Marshall","26"
"GA","Ware","11"
"KY","Greenup","18"
"TN","Cocke","43"
"MO","Laclede","25"
"MO","Barry","25"
"TX","Jasper","44"
"ME","Sagadahoc","22"
"WI","Oneida","49"
"IN","Adams","16"
"KS","Cowley","17"
"NE","Lincoln","30"
"ND","Williams","29"
"TX","Washington","44"
"WV","Greenbrier","50"
"IA","Wapello","13"
"IL","Fulton","15"
"NE","Madison","30"
"NC","Scotland","28"
"OH","Morrow","36"
"OK","Lincoln","37"
"IA","Sioux","13"
"NC","Macon","28"
"MT","Silver Bow","27"
"SD","Brookings","42"
"WI","Clark","49"
"VA","Halifax","46"
"TX","Fannin","44"
"KS","Harvey","17"
"IN","Steuben","16"
"MO","Warren","25"
"NY","Seneca","35"
"IL","Lee","15"
"MS","Lincoln","26"
"IL","Morgan","15"
"IA","Lee","13"
"ME","Lincoln","22"
"MS","Panola","26"
"VA","Pulaski","46"
"KS","Ford","17"
"IL","Monroe","15"
"IL","Effingham","15"
"GA","Harris","11"
"KS","Geary","17"
"MN","Becker","24"
"SC","Clarendon","41"
"MN","Nicollet","24"
"TN","Lincoln","43"
"OH","Putnam","36"
"TX","Hale","44"
"NC","Transylvania","28"
"IN","Whitley","16"
"WV","Preston","50"
"AL","Chambers","2"
"IN","Gibson","16"
"AR","Hot Spring","3"
"LA","Evangeline","19"
"TN","Weakley","43"
"IN","Jasper","16"
"KS","Miami","17"
"NC","Bladen","28"
"VA","Botetourt","46"
"AL","Pike","2"
"MI","Wexford","23"
"KS","Lyon","17"
"NE","Platte","30"
"IA","Marion","13"
"WV","Logan","50"
"IL","Bureau","15"
"IN","Daviess","16"
"MI","Emmet","23"
"MN","Morrison","24"
"AL","Lawrence","2"
"MD","Caroline","21"
"OK","McCurtain","37"
"TN","Marshall","43"
"IL","Christian","15"
"LA","Iberville","19"
"NM","Taos","33"
"TN","Rhea","43"
"VA","Accomack","46"
"TX","Titus","44"
"TX","Bee","44"
"MO","Lafayette","25"
"KS","Montgomery","17"
"OH","Jackson","36"
"GA","Lumpkin","11"
"FL","Wakulla","10"
"SC","Chester","41"
"IL","Randolph","15"
"TN","Henry","43"
"IN","Clinton","16"
"AK","Juneau","1"
"IN","Jefferson","16"
"IN","Greene","16"
"MD","Dorchester","21"
"MS","Bolivar","26"
"VA","Amherst","46"
"MO","Polk","25"
"NH","Coos","31"
"TN","Claiborne","43"
"UT","Wasatch","45"
"MS","Pontotoc","26"
"MO","Stone","25"
"NE","Adams","30"
"MN","Polk","24"
"ME","Washington","22"
"AL","Franklin","2"
"OK","Ottawa","37"
"LA","Jefferson Davis","19"
"OH","Hardin","36"
"IN","Wabash","16"
"GA","Pickens","11"
"KY","Knox","18"
"VA","Petersburg","46"
"MI","Huron","23"
"SC","Williamsburg","41"
"SC","Marion","41"
"WV","Marshall","50"
"WA","Jefferson","48"
"MS","Adams","26"
"NY","Schoharie","35"
"KY","Marshall","18"
"ND","Stark","29"
"TX","Kleberg","44"
"KY","Muhlenberg","18"
"ND","Morton","29"
"CA","Lassen","5"
"VA","Smyth","46"
"VA","Mecklenburg","46"
"SC","Dillon","41"
"MI","Clare","23"
"CO","Summit","6"
"WI","Vernon","49"
"CO","Delta","6"
"IL","McDonough","15"
"MN","Freeborn","24"
"GA","Gilmer","11"
"OR","Malheur","38"
"VA","Caroline","46"
"TN","Obion","43"
"PA","Elk","39"
"VT","Caledonia","47"
"WY","Sheridan","51"
"OH","Gallia","36"
"GA","Sumter","11"
"TX","Cass","44"
"MO","Dunklin","25"
"MT","Lake","27"
"ME","Franklin","22"
"KY","Boyle","18"
"AL","Marion","2"
"UT","Sanpete","45"
"VA","Carroll","46"
"GA","Wayne","11"
"TX","Austin","44"
"GA","Lee","11"
"WI","Trempealeau","49"
"GA","White","11"
"WV","Hancock","50"
"MO","Stoddard","25"
"MS","Neshoba","26"
"TN","Giles","43"
"MN","Cass","24"
"OK","Caddo","37"
"MD","Garrett","21"
"GA","Haralson","11"
"MN","Pine","24"
"MS","Leflore","26"
"GA","Madison","11"
"OK","Custer","37"
"WY","Park","51"
"IL","Logan","15"
"MI","Mason","23"
"WV","Randolph","50"
"VT","Orange","47"
"WV","Jackson","50"
"VA","Wythe","46"
"IL","Montgomery","15"
"VA","Powhatan","46"
"KS","Ellis","17"
"SC","Jasper","41"
"VA","Fredericksburg","46"
"OH","Fayette","36"
"MO","Marion","25"
"GA","Jones","11"
"KS","McPherson","17"
"MS","Yazoo","26"
"TX","Palo Pinto","44"
"TN","Marion","43"
"ID","Jefferson","14"
"MI","Alpena","23"
"CO","Morgan","6"
"MS","Union","26"
"MS","Copiah","26"
"VA","Dinwiddie","46"
"MS","Tate","26"
"IN","Ripley","16"
"OH","Hocking","36"
"MS","Scott","26"
"OH","Van Wert","36"
"MN","Le Sueur","24"
"FL","Baker","10"
"KY","Meade","18"
"TX","San Jacinto","44"
"SD","Codington","42"
"IN","Wells","16"
"OH","Pike","36"
"TX","Grimes","44"
"TN","Henderson","43"
"CA","Glenn","5"
"NC","Cherokee","28"
"AR","Carroll","3"
"VA","Winchester","46"
"TN","Carroll","43"
"KY","Montgomery","18"
"IN","Washington","16"
"OK","Garvin","37"
"IL","Iroquois","15"
"OH","Adams","36"
"WI","Lincoln","49"
"NM","San Miguel","33"
"SD","Meade","42"
"IN","Jennings","16"
"NM","Grant","33"
"CA","Del Norte","5"
"SC","Union","41"
"WI","Door","49"
"OH","Carroll","36"
"PA","Wyoming","39"
"FL","Bradford","10"
"LA","De Soto","19"
"NC","Montgomery","28"
"OH","Henry","36"
"GA","Monroe","11"
"WV","Mineral","50"
"KY","Carter","18"
"GA","Peach","11"
"VA","Russell","46"
"FL","Hardee","10"
"GA","Toombs","11"
"SC","Edgefield","41"
"TX","Uvalde","44"
"KY","Logan","18"
"VT","Orleans","47"
"NM","Cibola","33"
"MS","Simpson","26"
"NC","Ashe","28"
"WV","Mason","50"
"TN","White","43"
"KY","Bell","18"
"SC","Marlboro","41"
"ID","Elmore","14"
"KY","Harlan","18"
"GA","Decatur","11"
"KY","Perry","18"
"VA","Fluvanna","46"
"NY","Lewis","35"
"IN","Decatur","16"
"WI","Juneau","49"
"TX","Gillespie","44"
"KS","Barton","17"
"AL","Geneva","2"
"MI","Oceana","23"
"OR","Tillamook","38"
"AR","Johnson","3"
"IA","Boone","13"
"NC","Currituck","28"
"OR","Union","38"
"KY","Woodford","18"
"KY","Grayson","18"
"GA","Upson","11"
"IN","Clay","16"
"VA","King George","46"
"MI","Charlevoix","23"
"MS","Sunflower","26"
"OR","Wasco","38"
"LA","West Baton Rouge","19"
"CO","Montezuma","6"
"TN","Lauderdale","43"
"AL","Cherokee","2"
"AR","St. Francis","3"
"NE","Cass","30"
"MN","Mille Lacs","24"
"TN","McNairy","43"
"GA","Hart","11"
"MN","Lyon","24"
"GA","Stephens","11"
"MD","Somerset","21"
"CO","Elbert","6"
"TN","Hardin","43"
"MO","Audrain","25"
"IA","Benton","13"
"LA","Allen","19"
"LA","Morehouse","19"
"MO","Texas","25"
"KY","Taylor","18"
"IN","Posey","16"
"KS","Franklin","17"
"SD","Lawrence","42"
"TN","Hardeman","43"
"MI","Dickinson","23"
"MI","Cheboygan","23"
"GA","Fannin","11"
"GA","Tattnall","11"
"MO","Adair","25"
"AL","Barbour","2"
"TX","Shelby","44"
"VT","Lamoille","47"
"VA","Salem","46"
"MI","Gladwin","23"
"MS","Prentiss","26"
"MO","Miller","25"
"MI","Iosco","23"
"MN","Brown","24"
"TX","Fayette","44"
"AR","Cleburne","3"
"WV","Nicholas","50"
"CO","Routt","6"
"IA","Plymouth","13"
"OK","Jackson","37"
"NY","Yates","35"
"MS","Marion","26"
"KY","Grant","18"
"IN","Randolph","16"
"NC","Anson","28"
"MO","Randolph","25"
"IA","Bremer","13"
"MO","Washington","25"
"OK","Seminole","37"
"GA","Grady","11"
"TN","Hickman","43"
"GA","Chattooga","11"
"TX","Milam","44"
"FL","Washington","10"
"SC","Abbeville","41"
"PA","Juniata","39"
"GA","Dawson","11"
"CO","Teller","6"
"KY","Rowan","18"
"WV","Upshur","50"
"MN","Todd","24"
"MI","Otsego","23"
"KY","Lincoln","18"
"TX","Aransas","44"
"MI","Manistee","23"
"VA","Staunton","46"
"WV","Mingo","50"
"NV","Churchill","34"
"WI","Waushara","49"
"MO","Crawford","25"
"IN","White","16"
"AL","Clarke","2"
"GA","Butts","11"
"NM","Luna","33"
"KY","Ohio","18"
"NC","Hertford","28"
"IL","Saline","15"
"LA","Sabine","19"
"VA","Lee","46"
"MS","George","26"
"AR","Poinsett","3"
"MI","Roscommon","23"
"KS","Pottawatomie","17"
"TN","Macon","43"
"AR","Ouachita","3"
"VA","Page","46"
"AL","Winston","2"
"AR","Columbia","3"
"IN","Scott","16"
"NE","Dawson","30"
"ID","Jerome","14"
"ID","Cassia","14"
"WI","Iowa","49"
"OR","Jefferson","38"
"VA","Fairfax","46"
"MS","Itawamba","26"
"TX","Limestone","44"
"LA","Plaquemines","19"
"TX","Panola","44"
"WV","Hampshire","50"
"MI","Osceola","23"
"GA","Union","11"
"WY","Teton","51"
"ID","Payette","14"
"MS","Coahoma","26"
"OR","Hood River","38"
"MI","Antrim","23"
"IN","Fayette","16"
"KS","Sumner","17"
"MN","Meeker","24"
"TN","Grainger","43"
"OH","Meigs","36"
"MI","Menominee","23"
"TX","Hockley","44"
"OR","Crook","38"
"MO","Saline","25"
"TX","Houston","44"
"IN","Starke","16"
"VA","Prince Edward","46"
"MO","Ray","25"
"VA","Goochland","46"
"NC","Martin","28"
"MS","Leake","26"
"MO","McDonald","25"
"IN","Franklin","16"
"GA","Franklin","11"
"SD","Yankton","42"
"GA","Crisp","11"
"NC","Caswell","28"
"OR","Curry","38"
"AL","Randolph","2"
"KY","Johnson","18"
"VA","Rockbridge","46"
"SC","Fairfield","41"
"GA","Emanuel","11"
"GA","Burke","11"
"AL","Bibb","2"
"LA","Assumption","19"
"WV","Brooke","50"
"VA","Hopewell","46"
"WA","Asotin","48"
"TX","Gray","44"
"KY","Anderson","18"
"AR","Clark","3"
"CO","Logan","6"
"ID","Blaine","14"
"WV","Boone","50"
"MO","Nodaway","25"
"LA","Union","19"
"KS","Seward","17"
"LA","Grant","19"
"KY","Letcher","18"
"OK","Beckham","37"
"GA","Mitchell","11"
"OK","Adair","37"
"TX","Bandera","44"
"IA","Mahaska","13"
"VA","Waynesboro","46"
"IA","Washington","13"
"TN","Overton","43"
"MS","Tippah","26"
"LA","Pointe Coupee","19"
"OH","Wyandot","36"
"TN","Scott","43"
"IL","Jersey","15"
"VA","Scott","46"
"FL","Taylor","10"
"AR","Hempstead","3"
"VA","Buchanan","46"
"WI","Vilas","49"
"IL","Shelby","15"
"MO","Henry","25"
"MN","Nobles","24"
"WA","Klickitat","48"
"GA","Putnam","11"
"WA","Pacific","48"
"VA","New Kent","46"
"TX","Calhoun","44"
"AR","Logan","3"
"MI","Leelanau","23"
"NE","Gage","30"
"KY","Mercer","18"
"TX","Willacy","44"
"IL","Jo Daviess","15"
"IL","Fayette","15"
"TN","Morgan","43"
"MN","Wabasha","24"
"TX","Tyler","44"
"NC","Madison","28"
"AR","Yell","3"
"GA","McDuffie","11"
"CA","Colusa","5"
"TX","Moore","44"
"MS","Newton","26"
"SC","Barnwell","41"
"TX","Hutchinson","44"
"LA","St. James","19"
"WV","Wyoming","50"
"UT","Sevier","45"
"AL","Monroe","2"
"IL","Perry","15"
"TX","Colorado","44"
"NE","Saunders","30"
"IA","Buchanan","13"
"GA","Meriwether","11"
"MS","Grenada","26"
"TX","Llano","44"
"NC","Greene","28"
"MN","Hubbard","24"
"ND","Stutsman","29"
"MN","Fillmore","24"
"KY","Allen","18"
"MI","Ogemaw","23"
"TX","Lampasas","44"
"AR","Conway","3"
"WV","Lincoln","50"
"IN","Jay","16"
"IN","Owen","16"
"GA","Dodge","11"
"OK","Texas","37"
"AZ","La Paz","4"
"TX","Gonzales","44"
"IN","Sullivan","16"
"OK","Woodward","37"
"TX","Gaines","44"
"ID","Minidoka","14"
"MN","Dodge","24"
"MO","Vernon","25"
"IA","Jones","13"
"NC","Polk","28"
"KY","Wayne","18"
"WI","Jackson","49"
"MO","Clinton","25"
"GA","Worth","11"
"WY","Uinta","51"
"IN","Spencer","16"
"GA","Washington","11"
"WI","Kewaunee","49"
"MS","Wayne","26"
"KY","Clay","18"
"NE","Washington","30"
"LA","Richland","19"
"TX","DeWitt","44"
"WI","Taylor","49"
"UT","Carbon","45"
"SC","Saluda","41"
"IA","Carroll","13"
"MO","Morgan","25"
"AR","Ashley","3"
"IA","Winneshiek","13"
"AL","Pickens","2"
"LA","Franklin","19"
"KS","Cherokee","17"
"KY","Breckinridge","18"
"NE","Dakota","30"
"UT","Duchesne","45"
"KS","Labette","17"
"IN","Fulton","16"
"WI","Adams","49"
"AR","Polk","3"
"IN","Carroll","16"
"IA","Buena Vista","13"
"KY","Bourbon","18"
"TX","Lavaca","44"
"NC","Northampton","28"
"TX","Jones","44"
"IA","Henry","13"
"NC","Warren","28"
"TX","Frio","44"
"SD","Davison","42"
"MN","Martin","24"
"TN","DeKalb","43"
"AL","Butler","2"
"IA","Fayette","13"
"LA","Concordia","19"
"TN","Smith","43"
"OK","McIntosh","37"
"TX","Freestone","44"
"MS","Clay","26"
"IL","Douglas","15"
"WA","Adams","48"
"SC","Hampton","41"
"CO","Chaffee","6"
"IN","Orange","16"
"MT","Lincoln","27"
"MD","Kent","21"
"VA","Greene","46"
"TX","Montague","44"
"TN","Union","43"
"NM","Lincoln","33"
"MS","Tishomingo","26"
"FL","Holmes","10"
"IA","Jackson","13"
"NC","Bertie","28"
"LA","East Feliciana","19"
"AL","Marengo","2"
"WY","Lincoln","51"
"GA","Pierce","11"
"KY","Marion","18"
"KY","Adair","18"
"MO","Perry","25"
"GA","Elbert","11"
"GA","Berrien","11"
"WI","Langlade","49"
"MO","Benton","25"
"IN","Perry","16"
"MS","Covington","26"
"IL","Crawford","15"
"KS","Jefferson","17"
"NM","Roosevelt","33"
"KS","Dickinson","17"
"OH","Paulding","36"
"GA","Brantley","11"
"WI","Green Lake","49"
"MN","Waseca","24"
"TX","Deaf Smith","44"
"KY","Hart","18"
"KY","Harrison","18"
"AL","Macon","2"
"GA","Banks","11"
"GA","Long","11"
"KY","Spencer","18"
"GA","Lamar","11"
"WV","McDowell","50"
"CA","Plumas","5"
"MN","Houston","24"
"NM","Los Alamos","33"
"AR","Phillips","3"
"GA","Morgan","11"
"FL","Madison","10"
"IA","Cedar","13"
"MO","Pike","25"
"GA","Appling","11"
"MS","Attala","26"
"TN","Humphreys","43"
"AR","Drew","3"
"IA","Poweshiek","13"
"SD","Beadle","42"
"GA","Pike","11"
"TX","Bosque","44"
"CO","Otero","6"
"MS","Stone","26"
"TX","Eastland","44"
"PA","Montour","39"
"MS","Winston","26"
"TN","Fentress","43"
"MO","Wright","25"
"KY","Simpson","18"
"IA","Jefferson","13"
"AK","Bethel","1"
"AR","Grant","3"
"TX","Burleson","44"
"TX","Young","44"
"TX","Andrews","44"
"IL","Hancock","15"
"CA","Inyo","5"
"FL","Gilchrist","10"
"CO","Pitkin","6"
"NY","Schuyler","35"
"AR","Arkansas","3"
"VA","Southampton","46"
"CO","Park","6"
"MO","Ste. Genevieve","25"
"TN","Unicoi","43"
"KY","Russell","18"
"NC","Yancey","28"
"TN","Johnson","43"
"VA","Westmoreland","46"
"VA","Patrick","46"
"AR","Franklin","3"
"MS","Holmes","26"
"WV","Morgan","50"
"AR","Randolph","3"
"VA","Radford","46"
"MO","Cooper","25"
"IA","Clayton","13"
"TN","Haywood","43"
"MI","Benzie","23"
"SD","Hughes","42"
"MI","Kalkaska","23"
"MO","New Madrid","25"
"NC","Avery","28"
"MO","Andrew","25"
"KY","McCreary","18"
"WI","Richland","49"
"KY","Garrard","18"
"VA","Colonial Heights","46"
"CA","Mariposa","5"
"IL","Edgar","15"
"SC","Lee","41"
"GA","Greene","11"
"ID","Gem","14"
"MA","Dukes","20"
"TX","Falls","44"
"TX","Leon","44"
"MS","Chickasaw","26"
"TN","Chester","43"
"IA","Delaware","13"
"GA","Cook","11"
"NE","Seward","30"
"IL","Warren","15"
"AR","Sharp","3"
"AL","Henry","2"
"IA","Dickinson","13"
"KY","Mason","18"
"TX","Scurry","44"
"AR","Sevier","3"
"IA","Hardin","13"
"VA","Buckingham","46"
"TX","Lee","44"
"IA","Crawford","13"
"GA","Ben Hill","11"
"IA","Tama","13"
"AR","Jackson","3"
"TX","Robertson","44"
"VA","Manassas Park","46"
"IL","Union","15"
"IN","Parke","16"
"VA","Bristol","46"
"WV","Taylor","50"
"NM","Socorro","33"
